url,title,price,short_description,full_description
http://www.amazon.com/LED-Storage-Lamp-Green-Owl/dp/B01AHQGWEE,"LED Storage Lamp by Green Owl - LED Lighting with Secret Compartment for Storing Cash, Credit Cards, Jewelries, Car keys, Passports and More - 3 'AA' Battery Operated 6-LED Touch Lights",$15.99," SECRET COMPARTMENT: Store your valuables in plain sight with this LED Secret Storage Lamp featuring a dome light with 6 super bright LED lights and a secret compartment that is great for storing cash, credit cards, jewelry, passports and more.
 EASY TO USE: Simply touch lights to turn on and off, very useful as an emergency light, if the power were to go out you would have a secondary lighting option.
 LONG LASTING: LED Storage lights uses 3 'AA' batteries and will last approximately 100 hours before new batteries are needed.
 EASY TO INSTALL: Includes mounting hardware and it requires no electrical wiring.
 IDEAL TO USE IN: Closets, Car Sheds, Garages, Storage Sheds, Storage Rooms, Attics, Basements, In cabinets or underneath, The application are endless.","LED Storage Lights

Store Your Valuables in Plain Sight -Hard to find your clothes in very dark closets? 
-You always misplaced your valuables like money, credit cards, passports, or jewelries? 
-You have a very dark Storage Room, Attic, Car Shed, Closets, Basement, Garage? 
Introducing Your Very Own Green Owl LED Storage Lights to the Rescue! -Easy-to-use LED Storage lights just simply touch the lights to turn on and off. 
-It has a Secret Compartment for storing your valuables like money, credit cards, passports, jewelries, etc. 
-You can put your LED Storage Lights in Closets, Car Sheds, Garages, Storage Rooms, Attics, Basements. You can put it everywhere. 
Amazon Buyers Trust Our Green Owl Brand to be Quality Premium Products. You are Backed by Our 100% Money-Back Guarantee and Lifetime Warranty too!
We Cannot Guarantee this Special Pricing. So Be Sure to Click Buy Now!"
http://www.amazon.com/TCP-LDL16WSY01-16-Watt-6-Foot-Safety/dp/B003YUBLEC,"TCP LDL16WSY01 16-Watt LED Dock Light with 6-Foot Cord, Safety Yellow Finish",$96.49," Wattage: 16-Watt
 10000 Hour lamp life and 50000 hour ballast life
 Focused lumens: 660
 Uses 82-Percent less energy that a 90-Watt halogen
 Includes: 6-ft. cord, and an IEC 60320-C14 plug","The TCP LDL16WSY01 16-Watt LED Dock light is adjustable/directional, and is ideal for rough service applications such as: shipping and receiving docks, machine stations, inspection stations, and for rugged indoor/outdoor spot lighting. With durable housing, the LED light has a 10000 hour lamp life, and 50000 hour ballast life. It is Outdoor CUL approved, ISO 9002 certified and UL approved for wet locations. It is made to last up to 7 years, based on a 4 hour use per day. This product lasts 10-13 times longer than all other similar incandescent. Because of the longer life of the lamp you can replace it less often, and it's ideal for hard to reach places. This makes it lower maintenance and has a lower labor cost for the lamp replacements. TCP's world class phosphor insures high lumen output and excellent lumen maintenance (660 focused lumens).The LDL16WSY01 includes 6-ft. cord, and an IEC 60320-C14 plug. At only 16-Watt, this light uses 82-Percent less energy than a 90-Watt halogen. The safety yellow TCP LDL16WSY01 16-Watt LED Dock light is covered by a two year warranty on fixtures and a one year warranty on lamps, and is sold one set per package. TCP is the home of lighting innovation. Driving new ideas for commercial, industrial and residential applications is a way of life here. As the world leader in energy-efficient lighting, no one makes more compact fluorescent lamps than we do. We offer one of the largest selections of Energy Star-approved products and we distribute them throughout North America and abroad."
http://www.amazon.com/200-Watt-High-Light-Fixture/dp/B00H9ULTN6,"200 Watt High Bay LED Light Fixture - General Area Use - 21,000 Lumens",$399.99," Special heat dissipating design extends life to 50,000 hours with 80% lumen retention
 Lightweight aluminum construction - only 12 pounds
 Universal voltage capable and can be operated with 100-277 VAC, 50/60Hz
 Energy and space efficient without compromising light output","The Larson Electronics GAU-HB-200W-LED High Bay light fixture provides operators with a powerful and energy efficient alternative to traditional general area luminaries. This 200 watt LED high bay light fixture provides 21,000 lumens of high quality light while drawing only 200 watts, and a special heat dissipating design in conjunction with LED technology help this fixture to achieve an excellent 50,000 hour rated lifespan with 80% lumen retention past the 50,000 hour mark. The GAU-HB-200W-LED generates light with a color temperature of 5630K and a color rendering index of 74 which reveals colors and details much more accurately than high pressure sodium or mercury vapor luminaries. A light 12 lb aluminum alloy body and super low profile (only 3"" in height) reduce the overall fixture weight as well as the overhead space required when compared to older traditional metal halide and high pressure sodium light fixtures which tend to be heavy and bulky. The lighter weight also means that the GAU-HB-200W-LED Bay Light requires less hardware and time to install. The LEDs used in the GAU-HB-200W-LED Bay Light fixture use less energy and create less heat than traditional fixtures, and the the housing itself is specially designed to dissipate heat which increases the efficiency and lifespan of the LED luminaries, reducing energy costs by lowering the amount of electricity needed to both illuminate and cool large areas. A protective acrylic lens covering the LED luminaries combined with the aluminum alloy body give this bay light fixture superb durability and resistance to vibration and impacts, making this LED bay light fixture ideal for use in warehouses, garages, production lines and anywhere an effective, efficient, and tough long-lasting general area lighting solution is needed. This LED light is multi-voltage capable and can be operated with 100-277 VAC, 50/60Hz without any need for a special ballast and offers a cable mounting hook to be suspended from the ceiling."
http://www.amazon.com/Chamberlain-GPS1000-Lighting-Garage-Station/dp/B00GEFDG9M,"Chamberlain GPS1000 Air, Power and Lighting Garage Power Station, Black",$34.49," On demand air, instantly inflate your tires, sports equipment and more with the multi-purpose inflator and easy-read gauge provides up to 100 PSI
 Expand your workspace -the 25 ft. auto-retractable utility cord features an adjustable ball stop to allow you to set the length of the cord
 Task lighting within reach -LED work light provides 100,000 hours of working life, complete with a built-in hook for hands-free convenience
 Overhead lighting -turns on instantly to illuminate any job, adds 100 watts of lighting to your workspace (bulbs sold separately)
 10-amp power outlet","Air, Power and Lighting Within Reach Mounted on the ceiling just like tools in a professional garage, the Garage Power Station by Chamberlain keeps air, power and lighting within reach yet leaves your workspace free of clutter. Air, power and task lighting are all conveniently available within the single retractable cord. Immediate Access to AirNo need to drag out a bulky compressor in order to inflate your car tires, bike tires or sports equipment. With quick, easy access to air and the easy-read gauge, you'll be able to keep tire pressure at optimum levels. That means you'll get better gas mileage and save money on fuel. Inflating accessory kit with quick-connect locking inflator and fill nozzle/inflation needle is included.Power Without The TanglesSimply pull the cord down from the ceiling and plug in tools, a shop vac or whatever else you need to power up. No need to unwrap tangled power cords or put them away after use. When you're done, the cord easily retracts into the ceiling unit. Lighting to Match The TaskBright LED task lighting on the handle goes right where you need it. Its built-in hook lets you hang the light for hands-free convenience wherever light is needed. For extra area lighting, overhead task lighting is also provided in the unit. Personalized ReachSet the hanging depth of the cord to your preference. Just slide the ball stop anywhere on the utility cord and lock it in place. You'll have instant access, right where you want it."
http://www.amazon.com/Wall-Control-30-WRK-400GB-Workbench-Organizer/dp/B00026Z3JA,Wall Control 30-WRK-400GB Standard Workbench Metal Pegboard Tool Organizer,$106.61," More than 10 times times stronger than conventional pegboard
 Metal panel prevents pegboard holes from fraying and wearing out over time
 Panels accept slotted, stable, and more secure hooks--as well as brackets, shelves, and pegs
 Mounts directly into studs or sheet rock with no framework required
 Attractive powder-coat finish is scratch- and rust-resistant for long product life","The Standard Workbench Metal Pegboard organizer kit offers over 10.5 Square feet of storage space and an all-steel construction that will not warp, fray or crack. The patented double offset hook engagement improves hook stability securing any variety of tool or job aid and prevents hooks from falling out of their slot when tools are removed. The metal pegboard's attractive, scratch resistant, baked-on powder coat finish wipes clean for long-lasting aesthetic appeal for any shop or work area. Installation is easy and absolutely no framework is required due to the metal pegboard's pre-formed flange which spaces the panel face off of the wall. These metal pegboard panels are magnetic and accept wall control hooks, brackets, and shelves as well as traditional standard 1/4"" pegboard pegs.  This kit includes:  (3) combo metal pegboard panels 32"" x 16"" (covers 32"" x 48"") (1) 9"" shelf assembly with shelf dividers (1) 6"" shelf assembly (3) plastic bins with bin hanger (1) screwdriver holder assembly (holds 6) (1) hammer bracket (20) assorted hooks and brackets"
http://www.amazon.com/Day-Light-6500k-LED-Bulb/dp/B013ZWAWMA,"3w Day Light 6500k LED Light Bulb - Frosted, 285 Lumens (25w Equivalent), 110v - 4 Pack",$10.95," Day Light ~6500k Light Color for Crisp Sharp Colors, and Frosted Lens for even lighting
 Equivalent to 25w Incandescent lighting.
 Works on 110v AC circuits in standard E26 / E27 light sockets.
 Great anywhere you use ordinary light bulbs, living & dining room, kitchen, garage, workshop, etc.","These are light weight, super bright, easy to handle (no glass), long lasting, and easy to install lights. They can be installed in any standard light socket, E26 or E27, as they are completely self contained lights that operate on 60hz 110v AC circuits. 

 The most outstanding traits of LED lighting its ability to operate using half the power of florescent lights and 1/7th the power of incandescent lights to create the same amount of light making these the most power saving and eco-friendly lights on the market. 

 The life of LED lighting is another great feature over florescent and incandescent lighting. LEDs have an increased average lifespan of 50,000+ hours compared to fluorescent at 8,000 hours and to incandescent at 1,200 hour average life. 

 LED lights are very consistent as they don't flicker; start instantly, and are not affected by temperature like florescent lights. They don't create any UV or IR radiation, and operate in a wide range of temperatures (-25°F to 140°F / -32°C to 60°C). 

 These lights are cool to the touch compared to traditional lights or CFL bulbs because of the lower power consumption of the LEDs. Similar florescent lights feel much warmer to the touch than LED lights as CFL or fluorescent lights typically produce 50% more heat for a given amount of light produced. 

 For general lighting we recommend the bright white ~4500K color range with frosted lens, however these lights come in warm white ~3000K which is slightly yellow like incandescent lights, bright white ~4500K which looks pure white, and daylight ~6500K which is slightly blue and can be a bit harsh. Lens also come in clear which is slightly more efficient but a bit harsh if directly viewed, so frosted lenses are more common as they defuse light for a more natural look."
http://www.amazon.com/ATD-Tools-80390-Cordless-Rechargeable/dp/B0097TWG7K,ATD Tools 80390 Saber II 90-SMD LED Cordless Rechargeable Work Light,$64.60," Compact and tough
 Impact-resistant design
 UL listed wall charger included
 Ergonomic grip handle and bumper","This Cordless Work light has bright, long lasting SMD LED bulbs. The auto discharge shut-off and overcharge protection prolongs the life of the Lithium-ion rechargeable battery. It also has a 360-degree rotating hook and provides up to 3 hours of continuous use."
http://www.amazon.com/LEDwholesalers-100-Watt-Fixture-60-Degree-3815WH/dp/B00TGV5KXG,"LEDwholesalers 100-Watt LED High Bay Light Fixture with 60-Degree Angle Lens, 3815WH",$125.00," Available in 100~200 watts of power
 LED replacement for traditional inefficient high bay lights
 Heavy gauge aluminum radial heaksink for effective cooling
 Energy efficient, low maintenance, money saving, without harmful radiations or materials
 Long lifespan of ~35,000 hours, 2-year warranty","These LED high bay light fixtures are perfect for gyms, warehouses, garages, general task areas, and many other applications. Compared to traditional power-hungry light fixtures, these LED versions are more efficient, longer lasting, and maintains light output better. These LED fixtures accept a wide input voltage range of 100-277 Volts AC, and are easy to hang and install. The collimator lens eliminates the need for a reflector. 


Specifications
 * Light Source: LED 
 * Input Voltage: 100-277VAC, 50/60Hz 
 * Product Code: 3815 | 3816 | 3817 
 * Power: 100W | 150W | 200W 
 * Light Output (lumen): 9800 | 13300 | 21500 
 * Beam Angle: 60° 
 * Color Temperature: White (5000-6500K) 
 * Color Accuracy (CRI): 70 
 * Operating Temperature: -20~40ºC 
 * Operating Humidity: 95%Rh or below 
 * IP Rating: IP65 
 * Dimensions: Ø=15.75"", Height=7.93"" 


Wiring
 * Green to Ground 
 * Black to Hot 
 * White to Neutral"
http://www.amazon.com/40-watt-Light-Equivalent-Individually-Tested/dp/B00GLAA9NQ,"40-watt LED Light Bulb (350w Equivalent) Individually Tested - 4400 Lumens - Omnidirectional - E26 Medium Base - Daylight White 6000k - Replacement for Metal Halide, Incandescent or Halogen Bulbs - Covered Outdoor and Indoor Use - High Quality Chips and Driver - Aluminum Heat Sink - Street Light, Landscape, Shop, Garage, Porch",Not Found," Individually Tested stateside to minimize defective shipments, up to 20 year (50,000 hours) life span or 20x of incandescent, You save money by buying one LED instead of 20 bulbs
 Ideal for use in garages, shops, offices, storage spaces, covered out door lighting, and anywhere else a bright white light is desired
 No mercury, no lead, environmentally friendly while saving money with a no compromise lighting solution providing excellent brightness and color without undesired visible colored hues, flickering or buzzing
 Established manufacturer with extensive experience in the LED field with a wide variety of products sold around the world and a 3 year manufacturer warranty","New design with latest technology 40 watt LED Garden style bulbs are rigorously tested at the assembly line to ensure quality products. Some of the most efficient LED's on the market are used in the manufacturing of this bulb making it the ultimate energy saver. With 4400 lumens this bulb is equivalent to a 350 watt incandescent bulb, 120 watt CFL or a 50W normal LED Bulb. Excellent choice for hard to reach areas where often replacement of bulbs is undesired. Works well in applications where the bulb is used frequently or constantly on for maximum savings. The LED bulb can operate in freezing temperatures without any need to warm up and during hot summers without color change as it is designed with internal aluminum heat sinks. This LED bulb is designed to stay cooler than CFL and incandescent bulbs as well as many inferior LED designs. The unique omnidirectional design provides even lighting throughout a room and does not suffer from spotlight effect. Durable construction provides more protection from impacts and vibrations. No glass used, reduces possibilities of injuries. LED bulbs lifespan is not negatively affected by intermittent use like CFL. The LED bulb does not contain toxic substances like mercury as used in CFL's. This bulb is compatible with all 120V AC applications that utilize the US E26 base (Standard Bulb Base Size) for use in the United States. Please note this is a high power high Lumen bulb and is larger in size than a normal incandescent bulb. Please check the dimensions for your application. We encourage you to compare the specifications to the other bulbs available and we believe you will see that this bulb is far more efficient and reliable."
http://www.amazon.com/LEDwholesalers-Brightest-Fluorescent-Replacement-Approved/dp/B008XHVAA6,"LEDwholesalers Brightest 20 Watt 4-foot T8 T10 T12 LED Tube Light 45W Fluorescent Tube Replacement UL Approved, White 1920WH",$17.00," No flickering, no buzzing ballast
 High efficiency (85-100 lumen per watt)
 Replaces 45W fluorescent tube
 Ideal for all energy saving application
 Environment friendly - no mercury or hazardous materials","Specifications
Bulb Type: T8 48"" LED tube
Input Voltage: 120V 60Hz
Power: 20W
Beam Angle: 140 degrees
Available Colors: White (5000-6000K), Neutral-White (4100-4500K), Warm-White (3100-3400K)
Light Output (lumen): White 1950, Neutral-White 1900, Warm-White 1850
Diameter: 1-1/8""
Length: 48""

Note
Ballast/starter of existing fixtures must be bypassed.
Tombstones must be of the non-shunted type.
Power is to be applied to one end of the tube only (labeled), 1 pin to Live/Hot and the other pin to Neutral; pins on the other end of the tube are for physically securing the tube only."
http://www.amazon.com/Kikkerland-FL29-Pull-Cord-Light/dp/B00IODZPEG,Kikkerland Pull Cord Light,$10.00," Polyester
 Imported
 Pull light, with led light
 46-Inch long adjustable polyester pull cord
 Perfect in closets, in the garage or at the camp site
 Led bulb runs on 3 AAA batteries included
 No power outlet needed","Our 46-inch long adjustable polyester pull cord is perfect in closets, in the garage or at the camp site. The LED bulb runs on 3 AAA batteries (included). Super bright and long last LED bulb. No power outlet needed."
http://www.amazon.com/Voltec-08-00200-10-Light-String-100-Foot/dp/B004IK9I9C,"Voltec 08-00200 12/3 STW 10-Light String Metal Cage Light String, 100-Foot, Yellow & Black",$142.74," All of Voltec's light strings have pre-assembled cages which saves you time, as well as the cost of installation
 Sockets are spaced every 10 feet and are the perfect solution to your temporary lighting needs such as construction sites & parking lots
 UL listed and it carries the UL approval for Canada as well.
 Jacket resists the harmful effects of abrasions, moisture and sunlight
 Flexible jacket allows you to utilize cord in temperatures ranging from -58?F to 221?F","Voltec's wide variety of light strings are the perfect solution to your temporary lighting needs at locations such as construction sites, parking lots, marinas and/or auto and tree lots. All of our light strings have pre-assembled plastic or metal cages which saves you time as well as the cost of installation. Metal cage light string, length: 100ft, wire type: STW, gauge: 12/3, plug: L5-20P, receptacle: L5-20R, bulb rating watts: 150, 10 outlets"
http://www.amazon.com/lederTEK-Detector-Weatherproof-Wireless-Security/dp/B01264B7D6,"lederTEK 48 LED 850 Lumens Ultra Bright Outdoor Solar Powered Motion Sensor Detector Lights With 4 Modes- Weatherproof Wireless Security Lighting For Patio, Yard, Garage, Stairs, Outside Wall(2 Pack)",$80.99," Super Brightness,48 pcs powerful led bulbs, max output up to 850 lumens, over 100000 hours life span
 5w high efficient solar panel, 17% conversion, built-in 1pcs high quality 3.7v/4400mah rechargeable and replaceable battery
 Easy to install, no wires or adapters. Just use the included screws and mount to any surface (bricks, stucco, siding, wood, metal, glass etc.)
 Motion Sensor+Light Control, turn on automatically when PIR motion is detected under weak light. 4 modes available : Steady on; Motion Sensor; Dim Light+ Motion Sensor; Off
 ABS+PC+UV material, waterproof and heatproof","Description:
 Solar energy is environment-friendly, clean, and economical. The Panel converts solar power into electricity and stores it into a built-in rechargeable battery for overnight lighting. This motion sensor light will turn on automatically when someone gets into its sensing range. Imagine that you back home from outside with a tired body, it will light up timely, like an old friend , always give you warm and energy. wherever you go,whatever you do,it will be right there waiting for you. 


Specifications:
 Solar panel: 5.0v 5w 17% conversion efficiency 
 Batteries: 3.7v 4400 mAh/pcs 
 LED: 5W 2835LED*48 
 Lightness: 850 Lumens 
 Sensing range: 16-20 feet 
 Waterproof class: IP65 
 Charge time: 6 hours 
 Product Dimension: 262*160*35mm 
 Net weight: 340g 


4 Modes:
 Steady on:The solar light will be auto on at night. The light brightness is just as half as motion function. 
 Motion Sensor:When people go through the motion area, the light will be auto on. And after people leave, the light will be auto off 
 Motion Sensor+ Dim Light:When people go through the light sensing area, the light will be strong; after people leaving the motion area, the light will keep dim all the night. 
 OFF:Power off 


Package Includes
 2* lederTEk Solar Powered LED Light 
 2* Screws 
 1* User Manual 
 1* Drilling Location Map"
http://www.amazon.com/ZN-10pcs-250LM-2800K-Stripe/dp/B00ZQUQ602,ZN 4pcs GU10 5W 66 SMD 3528 250LM 2800K High Power Warm White Light LED Corn Bulbs Stripe Cover,Not Found," 360¡ãlight angle, Bright 66 LEDs Light
 Suitable for office, exhibition or home use.Low consumption,high brightness with energy saving and save 80% electric bill
 Environmentally friendly and energy-saving
 Long life> 5,000 hours","Features:
Base type: GU10 
Super Bright 66-SMD 3528LED 
Power consumption: 5W 
Lumens: 350-400 Lumens 
Color: Warm white 2800K 
Voltage:AC 220-240V 
Size: diameter:3.2cm Height:8.4cm"
http://www.amazon.com/85-250V-6000K-7000K-Bulb-White-Light/dp/B008AGMKJA,AC 85-250V 6000K-7000K 3 x 1W LED Bulb Lamp E27 Base White Light,$12.77," Product Name : LED Bulb;Type : E27 Screw Base;Voltage : AC 85-250V
 Power : 3 x 1W;LED Number : 3;Light Color : White
 Color Temperature : 6000K-7000K;Lumens : 250-300lm
 Material : Aluminum, Metal;Overall Size : 99 x 50mm / 3.9"" x 2.0"" (L*Dia.)
 Weight : 79g;Package Content : 1 x LED Bulb","It features aluminum construction with 3 white light LEDs. E27 screw base of this white Light Bulb for easy installation. It is an ideal replacement for your dameged E27 LED Light Bulb. Great for hallways, bathrooms, bedrooms, garage, shops and kitchens."
http://www.amazon.com/Work-Light-36watts-Included-Chain/dp/B019HWP67S,"48"" LED Work Light/ Shop Light 36watts T8 Tube Included with Pull Chain",$64.99," on/off pull chain and hanging chain included
 18watts X 2 T8 Tubes included
 Great for shop , home or Garage use","Heavy gauge metal constructed ETL certified shop light, 48"" with on/off pull chain and two hanging chain. 18watts X2 T8 LED tubes."
http://www.amazon.com/Ballast-Compatible-Frosted-Output-Lumens/dp/B011VXX5X8,"4ft LED tube Ballast Compatible 18W Frosted Lens 6,000K (Cool White) High Output Lumens",$15.95," UNBEATABLE AMOUNT OF LUMENS PER WATT: Our 4 Ft LED Tubes provide an average of 111 (yes!, 111!) lumens per watt! If you are looking for the right brightness, these are the right tubes.
 IDEAL FOR A VARIETY OF APPLICATIONS: Ideal for Warehouses, Retail Stores, Parking Garages, Supermarkets and any other place to replace the already old fluorescent tubes.
 EXTREMELY LONG LIFESPAN: Our LED's will last more than 70,000 hours, around 11 years if used 12 hours a day. FACT: You will start noticing a decrease in the brightness of the bulb ONLY after 50,000 hours of use . Try asking that to a fluorescent tube!
 AND THERE'S MORE: Universal voltage 90-277 Volts AC. Instant On. 5 Year Warranty. ETL, FCC & RhOS. Top of the line Customer Service. SAMSUNG chips. We don't use unbranded Chinese LED chips. Our SAMSUNG LED chips are a small (but a HUGE) part of our success!","*BALLAST COMPATIBLE: No electrician needed! Just replace the old fluorescent tube with this new LEDRadiant LED tube and you are good to go!. These tubes will work weather you leave the ballast or not. We still recommend to take the ballast out to increase the lumen output, the power efficiency and reduce the wattage consumption. Keep in mind that even though the tubes are 18W, if you leave the ballast, wattage consumption will increase around 20%. *HIGH LUMEN OUTPUT * REPLACEMENTS: Each 18W Tube replaces up to a 40 Watt Fluorescent tube *UNIVERSAL VOLTAGE 90-277 VAC. LEDRadiant LED Tubes are rated IP40, the higher the IP marking the higher the Intrusion Protection factor. *COLOR TEMPERATURE: 6,000K (Cool White)*5 YEAR WARRANTY: All LEDRADIANT products carry a 5 year warranty. APPLICATIONS: Excellent to be used in Warehouses, parking garages, Factories or any place to replace an outdated fluorescent tube. ETL, FCC & RHOS"
http://www.amazon.com/Connection-Frosted-Natural-security-COMPATIBLE/dp/B011VXXWPE,"4ft LED tube 2 End Connection 18W Frosted Lens 5,000K (Natural White) w/security switch. High Output Lumens NOT BALLAST COMPATIBLE",$14.95," UNBEATABLE AMOUNT OF LUMENS PER WATT: Our 4 Ft LED Tubes provide an average of 111 (yes!, 111!) lumens per watt! If you are looking for the right brightness, these are the right tubes.
 IDEAL FOR A VARIETY OF APPLICATIONS: Ideal for Warehouses, Retail Stores, Parking Garages, Supermarkets and any other place to replace the already old fluorescent tubes.
 EXTREMELY LONG LIFESPAN: Our LED's will last more than 70,000 hours, around 11 years if used 12 hours a day. FACT: You will start noticing a decrease in the brightness of the bulb ONLY after 50,000 hours of use . Try asking that to a fluorescent tube!
 AND THERE'S MORE: Universal voltage 90-277 Volts AC. Instant On. 5 Year Warranty. DLC, FCC & RhOS. Top of the line Customer Service. SAMSUNG chips. We don't use unbranded Chinese LED chips. Our SAMSUNG LED chips are a small (but a HUGE) part of our success!. Need quantity, check out the price per box!","*THESE WON'T LAST!: DOUBLE SIDED CONNECTION: Please refer to the wiring diagram to install these tubes. These LED tubes are powered on both ends, just like a regular fluorescent tube. These are NOT ballast compatible. You need to remove the ballast. *SECURITY SWITCH: These tubes feature an innovative security switch in both ends. They need to be pressed down against the tumbstone in order to work. *UNIVERSAL VOLTAGE 90-277 VAC. LEDRadiant LED Tubes are rated IP40, the higher the IP marking the higher the Intrusion Protection factor. *COLOR TEMPERATURE: 5,000K (Natural White)*5 YEAR WARRANTY: All LEDRADIANT products carry a 5 year warranty. APPLICATIONS: Excellent to be used in Warehouses, parking garages, Factories or any place to replace an outdated fluorescent tube."
http://www.amazon.com/30-watt-Light-Equivalent-Individually-Tested/dp/B00GLA99FA,"30-watt LED Light Bulb (250w Equivalent) Individually Tested - 3300 Lumens - Omnidirectional - E26 Medium Base - Daylight White 6000k - Replacement for Metal Halide, Incandescent or Halogen Bulbs - Covered Outdoor and Indoor Use - High Quality Chips and Driver - Aluminum Heat Sink - Landscape, Shop, Garage, Living Room, Porch",Not Found," Individually Tested stateside to minimize defective shipments, up to 20 year (50,000 hours) life span or 20x of incandescent, You save money by buying one LED instead of 20 bulbs
 Ideal for use in garages, shops, offices, storage spaces, covered out door lighting, and anywhere else a bright white light is desired
 No mercury, no lead, environmentally friendly while saving money with a no compromise lighting solution providing excellent brightness and color without undesired visible colored hues, flickering or buzzing
 Established manufacturer with extensive experience in the LED field with a wide variety of products sold around the world and a 3 year manufacturer warranty","New design with latest technology 30 watt LED Garden style bulbs are rigorously tested at the assembly line to ensure quality products. Some of the most efficient LED's on the market are used in the manufacturing of this bulb making it the ultimate energy saver. With 3300 lumens this bulb is equivalent to a 250 watt incandescent bulb, 90 watt CFL or a 40W normal LED Bulb. Excellent choice for hard to reach areas where often replacement of bulbs is undesired. Works well in applications where the bulb is used frequently or constantly on for maximum savings. The LED bulb can operate in freezing temperatures without any need to warm up and during hot summers without color change as it is designed with internal aluminum heat sinks. This LED bulb is designed to stay cooler than CFL and incandescent bulbs as well as many inferior LED designs. The unique omnidirectional design provides even lighting throughout a room and does not suffer from spotlight effect. Durable construction provides more protection from impacts and vibrations. No glass used, reduces possibilities of injuries. LED bulbs lifespan is not negatively affected by intermittent use like CFL. The LED bulb does not contain toxic substances like mercury as used in CFL's. This bulb is compatible with all 120V AC applications that utilize the US E26 base (Standard Bulb Base Size) for use in the United States. Please note this is a high power high Lumen bulb and is larger in size than a normal incandescent bulb. Please check the dimensions for your application. We encourage you to compare the specifications to the other bulbs available and we believe you will see that this bulb is far more efficient and reliable."
http://www.amazon.com/Work-Light-LED-Rechargeable-Construction/dp/B011PVS2S4,Work Light 15 LED - Rechargeable Plumbing Construction Garage Auto Repair Home,Not Found," Rugged
 Long Life
 Fast Recharge
 Under Warranty","Professional LED Rechargeable Work Light Extremely Bright Rugged Long Life Fast Recharge Under Warranty Compact, Sturdy, Reliable Hang it with a hook or attache to metal surface with magnet Quickly Accessible Comes with Home outlet Charging adapter, and with a Bonus Car Charging adapter"
http://www.amazon.com/Power-W2367-LED-Work-Light/dp/B00DW14186,PT Power W2367 2-in-1 LED Work Light,$16.95," Wilmar W2367 2-IN-1 LED WORK
 Purchase Price is 1 Each",Wilmar W2367 2n1 Led Wrk Lite (Card/Disp)
http://www.amazon.com/Heavy-Intensity-Equivalent-White-Light/dp/B010OOVXQ6,"Heavy Duty 48"" High Intensity 270 Watt Equivalent LED White Light Bar - Shop Light - Fluorescent Replacement - Wide Light Beam",$297.99,,"Denny's Electronics Heavy Duty 48"" White Light CREE LED Bar is made for applications around the house or in the work area. Our light modules are sealed against dirt, dust, and dampness with airtight and water resistant polycarbonate lenses. Durable white aluminum housing protects against everyday wear and ensures a long work life. Each light bar operates on 24VDC, supplied by a built-in power supply which runs on regular 110VAC or 220VAC. Comes with a standard three pronged plug. Each light bar is American made and assembled at a family owned manufacturing plant. Item Application: Indoor lighting for recessed areas or fluorescent replacement, covered outdoor use; porch, work space, garage, campsite, and construction site lighting. The light bar is also great for retail trailer lighting and anywhere else natural cool-white light is desirable."
http://www.amazon.com/Socket-Energy-Saving-Light-110-250V/dp/B00N3Y7HLK,E27 Socket Energy Saving Red LED Light Ball Bulb Lamp AC 110-250V 1W,$4.05," Product Name : E27 LED Bulb;Bulb Type : E27;Voltage : AC 110V-250V
 Power : 1W;Light Color : Red
 Material : Plastic, Metal;Color : Red, Silver Tone
 Ball Diameter : 45mm/ 1.8"";Total Length : 7cm/ 2.8""
 Net Weight : 12g;Package Content : 1 x E27 LED Bulb","E27 screw base of this Bulb for easy installation.It is an ideal replacement for your dameged E27 LED Light BulbGreat for hallways, bathrooms, bedrooms, garage, shops and kitchens."
